Respondent_ID,SAMPLE,AB,Q6Rand,SYSTEM:IP Address,T1.,S1.,S2.,S3.,S3.REGION,GENDER/REGION,S4.,S5.,S6.,S7.,S8.,S5-S6.,S9_1,S9_2,S9_3,S9_4,S9_5,S9_6,S9_7,S9_10,S10.,S11.,S12_1,S12_2,S12_3,S12_4,S12_5,S12_6,S12_7,S12_8,S12_9,S12_10,S12_11,S12_12,S12_13,S13_1,S13_2,S13_3,S13_4,S13_5,S13_6,S13_7,S13_8,S13_9,S13_10,S13_11,S13_12,S13_13,S13_14,S13_15,S14.,S15.:0-4,S15.:5-7,S15.:8-10,S15.:11-13,S15.:14-18,S15.:None,S16.:0-4,S16.:5-7,S16.:8-10,S16.:11-13,S16.:14-18,S16.:None,Q1.,Q2_1,Q2_2,Q2_3,Q2_4,FAN,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q4_1,Q4_2,Q4_3,Q4_4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q5_14,Q5_15,Q5_16,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q7.,Q8.,Q9.,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12
4460,2,1,2,108.200.203.26,1,1,1,19,3,5,39,1,2,5,1,1,,,,,,,,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,6,,,,,5,,2,1,2,3,1,1,1,1,3,3,2,3,3,3,4,3,3,2,2,3,3,,,,4,,,,,,10,,,,,,,,,,4,,,,,,,,,,,,,1,3,8,5,4,5,4,3,5,2,4,3,6,6,5
4461,2,2,1,24.159.147.16,1,1,1,43,3,5,70,1,2,5,7,1,,,,,,,,8,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,3,4,1,2,2,2,3,2,2,2,2,1,3,3,5,1,1,1,2,,,,4,,,,,,10,11,12,,,,,,,,,,,,,,,11,12,,14,,,2,2,7,3,3,1,4,1,3,2,2,2,2,2,3
4462,2,1,1,66.87.125.54,1,1,1,33,1,1,66,5,2,6,1,5,,,,,,,,8,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,2,2,4,1,2,4,3,2,3,3,3,2,1,3,3,5,2,1,2,1,1,2,3,,,,,,,,,,,,,,,,,,,6,,8,,,,12,,,,,1,1,9,2,3,1,1,2,1,2,1,1,1,1,3
4465,2,1,1,73.249.180.80,1,1,1,30,1,1,34,1,2,6,1,1,,,,,,,,8,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,4,,,2,1,2,1,2,1,2,2,2,1,1,1,3,2,3,2,2,1,1,1,2,,,,4,,6,,8,,,,,,,,,1,,3,,,6,,,,,,,,,,,1,1,10,3,4,2,3,2,2,3,2,1,2,2,3
4466,2,1,2,98.166.236.83,1,1,1,47,3,5,72,1,2,6,2,1,,,,,,,,8,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,2,1,1,1,2,2,3,2,1,2,1,1,2,2,2,2,2,1,1,,,,4,,,,8,,10,,,,14,,,,2,,4,,,,,,,11,,13,,,,1,3,8,3,3,3,2,2,1,2,2,1,1,2,4
4467,2,1,1,73.86.241.15,1,1,1,21,3,5,46,1,2,6,1,1,,,,,,,,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,2,4,2,1,2,2,2,3,3,2,2,2,4,3,5,5,2,2,3,2,,,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,2,5,5,3,3,5,3,5,3,3,3,5,5,3
4469,2,1,2,174.56.21.184,1,2,2,32,4,8,43,1,2,4,4,1,,,,,,,,8,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,3,4,2,3,2,2,6,6,6,2,6,6,6,6,6,6,1,3,3,3,,,,,,,,,,,,12,,14,,,,,,,,,,,,,,,,,,16,1,3,7,6,6,6,4,3,6,6,6,6,6,6,6
4471,2,1,2,75.86.65.216,1,2,1,50,2,4,49,1,2,4,5,1,,,,,,,,8,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,,4,,6,7,8,,10,11,12,,14,,,1,2,3,4,,6,7,8,9,10,11,12,,14,,,3,3,8,4,4,4,6,1,2,2,3,6,2,3,4
4472,2,1,2,173.22.73.204,1,2,1,16,2,4,55,1,2,4,7,1,,,,,,,,8,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,3,3,2,1,2,2,2,2,2,2,2,6,2,6,6,6,1,1,3,1,,,,,,6,,8,,10,,,,,,,,,,,,6,,8,,10,,,,,,,3,1,6,2,2,2,2,2,2,2,3,6,2,2,2
4476,2,1,1,108.236.138.129,1,2,1,36,2,4,58,1,2,4,7,1,,,,,,,,8,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,1,1,2,1,2,2,2,2,2,1,3,2,2,2,2,1,1,2,1,,2,,,,,,,,10,11,,,,,,,,,,,,,,,,,,13,,,,3,3,7,2,2,2,2,2,2,2,2,2,2,2,1
4478,2,1,2,134.24.149.112,1,1,1,18,3,5,61,1,2,5,1,1,,,,,,,,8,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,,2,,4,,6,,8,9,10,,,,14,,,,,,4,,6,,8,9,10,,,,,,,1,3,8,4,3,4,4,2,3,3,3,2,3,2,4
4481,2,1,1,67.255.201.57,1,1,1,20,1,1,52,1,2,4,1,1,,,,,,,,8,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,5,,1,1,2,1,1,1,1,1,1,1,1,1,2,3,2,3,2,1,1,1,2,1,2,3,4,5,6,7,8,9,10,11,,,14,15,,1,2,3,,5,6,7,8,9,10,11,12,,14,,,2,3,8,1,1,1,3,2,5,4,1,1,1,1,3
4482,2,2,3,98.168.43.189,1,2,1,3,4,8,34,3,,4,1,3,,,,,,,,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,6,1,1,2,1,1,1,1,1,2,1,1,2,3,1,2,2,6,1,1,3,1,1,2,,4,,,,,,10,11,12,,14,,,1,2,,4,,,7,8,,10,11,12,,14,,,1,1,8,4,2,3,4,1,2,3,1,6,2,3,2
4484,1,2,1,100.37.133.85,1,2,1,7,1,2,67,1,2,6,7,1,,,,,,,,8,4,7,1,2,,,,6,,8,,,,,,1,2,3,4,,,,,,10,,12,,14,,2,,,,,,,,,,,,,2,4,4,2,1,3,6,6,3,3,3,6,6,6,6,6,6,3,3,3,3,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,16,3,3,0,6,6,6,6,6,6,6,6,6,6,6,6
4488,2,2,3,104.189.66.6,1,1,1,44,3,5,67,1,2,5,7,1,,,,,,,,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,5,5,1,1,3,1,,2,3,,,6,7,8,,,11,12,,,,,,2,3,,,,7,8,,10,11,12,,,,,3,3,10,3,2,3,2,1,2,2,2,1,1,1,2
4491,2,2,2,73.246.44.45,1,2,1,14,2,4,56,1,2,5,1,1,,,,,,,,8,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,1,1,2,1,1,1,2,1,1,1,1,3,2,3,2,1,1,1,2,,2,3,,,6,,8,,10,11,12,,14,,,1,2,3,,,6,,8,9,10,11,12,,14,,,1,3,9,3,1,2,1,2,2,1,2,2,2,1,2
4492,2,2,2,24.167.132.78,1,2,1,34,3,6,59,1,1,4,1,3,,,,,,,,8,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,2,2,1,2,2,1,2,2,2,1,2,2,3,6,2,1,1,3,3,,,,4,,6,,8,,10,11,,,,,,,,,4,,6,,,,10,11,12,,14,,,3,2,7,4,4,4,2,2,6,3,3,2,2,2,6
4494,2,2,3,97.121.128.106,1,2,2,6,4,8,54,1,2,4,2,1,,,,,,,,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,4,1,3,1,1,1,2,2,1,1,1,1,2,5,5,1,1,1,1,1,2,3,4,,6,7,8,9,10,11,12,,14,,,1,2,3,4,,6,7,8,9,10,11,12,,,,,2,3,10,3,2,3,3,1,4,1,1,1,1,1,3
4496,2,1,2,170.202.222.1,1,1,1,31,1,1,63,1,2,6,1,1,,,,,,,,8,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,2,1,1,1,1,2,2,2,2,2,2,6,2,6,6,2,3,3,3,,,3,4,5,6,7,8,9,10,11,12,,14,,,,,,,,6,,8,,,,,,,,,1,1,9,2,3,3,5,2,3,2,3,1,1,1,3
4499,2,1,3,70.117.241.72,1,2,1,44,3,6,60,6,2,5,5,6,,,,,,,,8,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,,14,15,,1,2,3,4,5,6,7,8,9,10,11,12,,14,15,,1,2,4,6,1,2,1,1,1,1,1,1,1,1,6
4500,2,2,2,74.97.109.169,1,1,1,39,1,1,65,1,2,4,7,1,,,,,,,,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,2,4,3,1,2,1,2,2,2,1,2,1,3,2,2,2,1,1,1,2,,,,4,,,,8,,,11,,,14,,,,,,4,,,,,,,,,,,,,1,1,7,4,1,1,4,2,1,2,1,1,1,1,1
4503,2,2,3,69.146.77.22,1,1,1,6,4,7,66,1,2,4,2,1,,,,,,,,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,2,3,1,1,1,1,1,2,2,2,4,1,2,5,5,1,1,3,1,,,,,,,,,,10,11,12,,14,,,,,,,,,7,8,9,10,11,12,,14,,,1,3,10,2,2,6,2,1,2,2,1,1,1,1,6
4504,1,1,2,98.207.172.189,1,2,1,5,4,8,46,1,2,5,1,1,,,,,,,,8,5,7,,2,3,4,,6,7,,,,,,,1,,3,,,,,,,,,,,,,2,,,,,,,,,,,,,2,4,3,1,1,3,2,2,2,2,2,2,2,2,6,6,6,1,1,3,1,,,,4,,,,,,10,,,,,,,,,,4,,,,,,,,,,,,,3,2,2,4,5,5,4,2,3,2,5,3,4,4,4
4506,2,2,3,99.46.184.102,1,1,1,11,3,5,63,1,2,5,7,1,,,,,,,,8,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,1,4,2,1,1,1,1,2,2,1,1,4,1,1,1,1,1,1,2,1,2,,,,6,,8,,10,11,12,,14,,,,,,,,,,,,,,,,,,16,1,3,9,3,1,1,5,1,3,3,6,1,1,2,2
4507,1,1,2,67.40.176.33,1,2,1,48,4,8,62,1,2,6,7,1,,,,,,,,8,5,5,1,2,3,,,6,,,,,,,,1,,3,,,,,,,,,12,,14,,2,,,,,,,,,,,,,2,1,2,1,1,1,2,2,4,2,3,2,3,3,3,3,3,2,2,3,2,,,,4,,,,,,,,,,,,,,,,4,,,,,,,,,13,,,,2,3,6,4,4,5,4,3,4,3,3,2,2,4,3
4508,2,2,1,98.173.53.114,1,1,1,5,4,7,69,1,2,6,7,1,,,,,,,,8,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,3,5,3,3,3,3,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,16,3,2,6,3,3,3,3,3,3,3,3,3,3,3,3
4511,2,1,3,73.54.168.91,1,2,1,11,3,6,69,1,2,4,7,1,,,,,,,,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,2,3,2,2,2,2,2,3,2,2,2,6,2,6,6,1,1,1,3,,,,4,,6,,,,10,,,,,,,,,,,,,,,,,,,13,,,,3,3,7,6,2,3,3,2,6,3,2,2,2,3,6
4512,2,1,3,24.246.120.106,1,2,2,33,1,2,29,1,2,5,1,1,,,,,,,,8,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,3,4,4,1,1,3,3,2,2,6,2,6,6,5,5,3,3,3,3,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,16,2,3,7,6,6,6,6,6,6,6,6,6,6,6,6
4514,1,1,1,76.217.31.70,1,2,1,5,4,8,68,1,2,6,7,1,,,,,,,,8,5,6,,2,,4,,6,7,,,,11,,,1,,3,,,,,,,,11,,13,14,,2,,,,,,,,,,,,,2,4,4,2,2,3,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,16,3,3,0,4,3,5,4,3,3,4,3,4,4,3,3
4515,2,1,2,24.47.54.253,1,1,1,31,1,1,68,1,2,4,7,1,,,,,,,,8,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,3,1,1,1,1,2,3,2,2,2,1,2,3,6,6,1,1,1,3,,,,4,,6,,8,,10,,,,14,,,,,,4,,6,,8,9,,,,13,,15,,1,3,8,3,2,3,4,1,3,4,2,2,2,2,4
4518,2,2,1,24.11.2.136,1,1,1,45,4,7,23,1,2,4,1,1,,,,,,,,8,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,3,4,1,1,2,2,3,4,4,2,4,1,2,3,2,3,2,3,1,2,,,,4,,6,,,,10,,,,14,15,,,2,3,4,,6,,8,,10,11,12,,14,,,3,3,4,4,3,2,4,2,3,3,2,1,2,2,3
4519,2,1,2,209.213.33.36,1,2,1,45,4,8,31,1,2,4,2,1,,,,,,,,8,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,4,1,4,1,2,4,5,2,1,4,5,1,5,3,5,1,2,2,1,,,,,5,6,,,9,,,,,,,,,2,,,,,,,,,,,,,,,2,2,8,3,1,2,3,2,2,2,2,2,1,3,1
4520,2,1,3,174.228.136.70,1,1,1,10,3,5,37,1,2,4,1,1,,,,,,,,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,6,,,,4,,,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,,,,,,6,,8,,10,11,12,,,,,,,,,,6,,,,10,11,,,,,,1,1,8,1,2,2,2,2,2,2,2,1,1,1,2
4521,2,1,2,73.137.84.109,1,2,1,11,3,6,24,1,2,4,6,1,,,,,,,,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,2,1,1,2,1,2,6,2,2,2,2,2,5,5,5,1,1,1,1,,,,4,,,,,,,,,,,,,,,,4,,6,,,,10,11,12,,14,,,3,3,7,3,3,5,3,3,3,3,3,3,2,5,4
4522,2,2,3,65.35.130.252,1,1,1,10,3,5,49,1,2,4,1,1,,,,,,,,8,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,3,3,2,1,2,2,2,2,2,2,2,2,2,5,5,5,2,1,1,1,,,,4,,,,,9,,,,,,,,,,,4,,6,,,,10,,,,14,,,2,2,5,5,2,2,4,2,2,2,2,2,3,3,2
4524,2,1,3,173.218.42.119,1,2,1,26,2,4,37,1,2,4,5,1,,,,,,,,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,5,,1,,,4,,,2,2,1,1,2,2,1,1,3,3,2,2,2,2,4,3,2,2,3,1,1,,,,4,,,,,,,,,,14,,,,,,4,,6,,,,10,,12,,14,,,2,3,7,4,3,3,4,2,2,3,2,3,3,5,4
4529,2,2,2,108.91.37.109,1,2,1,37,3,6,31,1,2,5,1,1,,,,,,,,8,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,4,1,2,2,2,4,6,6,2,3,4,1,6,6,4,3,3,3,3,,2,,,,,,8,,,,,13,,,,,,,,5,,,,9,,,,,,15,,1,1,8,5,3,3,2,3,3,3,4,2,6,4,2
4534,2,1,1,68.119.205.170,1,2,1,41,3,6,43,1,2,6,1,1,,,,,,,,8,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,6,,,,,5,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,6,,,,,,12,,,,,,,,,,,7,,,,,,,,,,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1
4538,2,2,1,173.160.224.181,1,2,1,48,4,8,51,1,2,4,1,1,,,,,,,,8,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,1,2,2,1,1,1,2,1,1,1,6,1,2,6,2,1,1,1,1,,,,,,6,,,,10,,,,,,,,,,,,,,,,,,,,,,16,3,3,8,3,2,3,3,2,3,4,1,2,2,2,4
4540,1,2,1,76.169.43.234,1,2,1,5,4,8,50,1,2,5,3,1,,,,,,,,8,6,4,1,2,3,,5,,7,,,10,11,,,,2,,4,,,,,,,11,12,,,,2,,,,,,,,,,,,,1,4,4,1,1,3,3,2,6,3,6,2,6,2,6,6,6,2,1,3,1,,,,4,,,,,,10,,,13,,,,,,,,,,,,,,,,,,,16,2,3,0,5,6,5,5,3,6,6,5,6,3,6,6
4541,2,1,2,130.39.65.27,1,1,1,19,3,5,34,1,2,6,1,1,,,,,,,,8,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,2,1,1,1,2,2,4,1,1,3,1,1,4,1,4,2,2,2,2,,,,4,,,,,,,,,,14,15,,,,,4,,,,,,,,,13,,,,1,3,6,5,5,5,5,3,5,4,4,2,1,1,5
4542,2,2,3,71.9.9.81,1,2,1,5,4,8,21,1,2,5,3,1,,,,,,,,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,2,1,1,2,2,3,2,6,3,2,1,3,2,5,5,5,2,1,3,1,,,,4,,,,,,,,,,14,,,,,,,,,,8,,,,12,,14,,,1,3,6,4,4,2,3,2,1,1,2,2,3,3,4
4543,2,1,2,76.100.12.192,1,1,1,21,3,5,45,1,2,4,4,1,,,,,,,,8,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,1,1,2,1,1,2,1,2,1,2,1,2,4,2,2,1,1,1,2,1,2,,,,6,7,,,,,,,14,,,,2,,4,,6,7,,,,,,13,,15,,3,3,7,1,2,3,1,2,2,1,1,1,1,1,4
4544,2,2,1,74.215.185.18,1,2,1,18,3,6,58,1,2,4,2,1,,,,,,,7,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,1,2,3,1,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,16,3,3,5,6,6,6,6,6,6,6,6,6,6,6,6
4545,2,1,3,76.227.178.20,1,2,1,1,3,6,43,1,2,6,7,1,,,,,,,,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,4,1,1,2,1,3,6,2,2,2,6,2,3,5,5,1,3,3,3,,,,4,,,,,,,,,,14,,,,,,4,,,,8,,10,,,,,,,1,1,7,4,4,3,2,1,1,2,3,2,2,2,3
4546,2,2,2,172.6.233.135,1,2,1,5,4,8,52,1,2,4,4,1,,,,,,,,8,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,6,6,1,1,1,1,,2,,,,,,,,,,12,,,,,,,,,,6,,,,10,,,,,,,3,3,6,2,2,3,3,1,2,1,2,2,2,2,2
4547,2,1,3,173.169.84.145,1,2,1,10,3,6,43,1,2,4,4,1,,,,,,,,8,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,3,1,1,2,2,1,2,2,2,2,2,2,2,6,6,5,6,1,1,1,3,,,,,,6,,,,10,,,,14,,,,,,,,,,,,,,,,,,16,3,3,8,4,2,4,2,2,2,2,3,2,2,2,3
4548,2,2,2,96.236.215.132,1,1,1,39,1,1,59,1,2,5,7,1,,,,,,,,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,3,2,2,1,2,3,2,4,3,3,2,1,3,4,5,2,2,3,1,3,,,,,,,,,,,,,,,,16,,,,4,,6,,8,,,11,,,,,,3,2,3,5,4,3,4,4,4,3,3,3,5,4,4
4549,2,2,1,108.66.116.135,1,1,1,5,4,7,34,1,2,5,1,1,,,,,,,,8,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,3,4,,,1,1,1,1,1,1,1,1,4,2,1,1,1,1,4,3,2,2,1,1,1,,,,4,,,,,,10,11,,,14,,,,,,,5,6,,,,10,,,,14,,,2,2,3,4,3,4,4,2,3,4,3,3,2,2,5
4553,2,1,1,108.215.97.53,1,1,1,19,3,5,29,1,2,4,4,1,,,,,,,,8,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,2,4,1,2,2,2,2,3,2,4,4,6,6,4,5,5,2,3,3,3,,,,4,,,,8,,,11,,,,15,,,2,,4,,,7,,,,11,,,,,,2,2,6,5,3,4,6,3,5,3,6,3,3,2,6
4554,2,2,3,162.232.255.47,1,2,1,23,2,4,27,1,2,6,1,1,,,,,,,7,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,2,2,4,2,2,2,6,2,2,2,1,3,5,5,5,1,1,1,3,,,,4,,6,,8,,10,,12,,14,,,,,,4,,,,,,,,,,,,,3,1,7,4,3,3,4,1,6,3,6,3,2,6,6
4556,2,2,3,174.219.136.129,1,2,1,24,2,4,36,1,2,5,1,1,,,,,,,,8,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,6,2,2,2,1,1,2,1,2,1,3,1,2,1,1,2,1,3,1,1,1,1,,2,,4,,6,7,8,9,,,12,,,,,,2,3,,,6,,8,,,,12,,,,,1,1,9,4,2,3,3,1,2,2,1,2,1,2,1
4557,2,2,2,45.37.156.20,1,1,1,34,3,5,56,1,2,4,3,1,,,,,,,,8,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,4,2,1,1,2,3,2,2,2,4,4,4,2,4,3,1,3,3,2,,,3,,,,7,8,,,,,,,,,,,,,,,,,,,,,,,,16,3,3,9,2,2,2,2,2,2,2,2,2,2,2,2
4559,2,2,1,73.50.87.110,1,2,1,14,2,4,45,1,2,4,3,1,,,,,,,,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,6,1,3,3,3,2,2,2,2,3,3,3,2,2,4,4,3,2,2,1,1,2,,,,4,,,,,,,,,,,,,1,2,3,,,6,7,8,9,10,11,,,,,,3,3,3,5,4,5,5,3,5,2,4,3,2,5,5
4561,2,1,2,108.220.145.50,1,2,1,36,2,4,40,1,2,6,1,1,,,,,,,7,,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,2,1,3,2,2,2,3,2,3,2,1,2,3,2,2,2,1,1,1,1,,,4,,,,,,,,,,,15,,1,,,4,,,,,,,,12,,,,,1,2,5,4,4,5,3,2,3,3,3,3,2,3,4
4562,2,2,1,72.48.120.41,1,1,1,44,3,5,34,1,2,5,1,1,,,,,,,,8,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,1,2,,,,,1,1,4,1,2,1,1,3,2,2,1,3,2,2,2,2,3,1,1,1,1,,,3,,,6,7,,9,,,12,,,,,,,,4,5,6,7,,,10,,,,,,,1,1,9,3,2,2,2,2,2,3,2,2,2,2,3
4566,2,1,1,73.57.120.141,1,2,1,10,3,6,57,1,2,4,5,1,,,,,,,,8,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,3,3,1,2,1,1,3,6,6,2,2,6,3,5,5,2,1,1,3,,,,4,,,,,,10,,12,,,,,,,,,,6,,,,10,,,,,,,3,2,5,5,4,4,4,2,6,3,3,1,3,5,3
4569,2,1,2,97.87.224.217,1,2,1,23,2,4,25,1,2,6,2,1,,,,,,,7,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,3,2,3,3,2,1,1,6,3,3,2,2,6,6,6,6,2,1,1,3,,,,4,,6,,,,,,,,,15,,,,3,,,6,,,9,10,,12,,14,,,3,3,6,4,3,4,2,2,2,2,2,2,6,4,6
4570,2,1,1,107.77.234.40,1,1,1,18,3,5,26,1,2,4,1,1,,,,,,,,8,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,4,1,2,2,2,4,2,2,2,4,2,2,5,5,5,1,3,1,1,,,,,5,,,8,9,,11,12,,14,,,,,3,,,,,8,9,10,11,,,,,,1,1,6,5,3,3,2,2,2,1,2,2,2,3,1
4575,1,1,1,206.72.215.199,1,2,1,18,3,6,35,1,2,5,1,1,,,,,,,,8,4,2,1,2,,,,6,7,8,,,,12,,1,,,,,,,,9,,,12,13,14,,1,,,,,5,,,,,,,6,3,3,4,1,2,2,2,3,6,3,2,3,3,2,6,6,6,2,1,3,3,,,,4,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,3,3,4,3,3,4,4,2,6,2,3,6,5,5,6
4577,2,1,2,70.123.250.75,1,2,1,44,3,6,30,1,2,4,5,1,,,,,,,,8,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,6,1,1,3,1,2,1,2,3,3,3,3,2,6,2,6,6,5,1,1,1,1,,,,,,,,,,,,,,14,,,,,,,,,,8,9,,,,,,,,3,1,7,3,3,3,4,1,3,3,3,2,2,2,2
4579,2,2,2,68.109.1.179,1,1,1,47,3,5,53,1,2,4,1,1,,,,,,,,8,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,5,,,,,,,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,6,,,,,,12,,,,,1,,,,,6,,,,10,,12,,,,,1,1,10,1,1,1,1,1,1,1,1,1,2,1,1
4581,2,2,2,98.10.191.97,1,1,1,33,1,1,29,1,2,5,1,1,,,,,,,,8,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,6,1,1,3,1,1,1,2,2,2,2,2,2,3,3,5,5,5,3,3,3,3,1,,,4,,,,8,,10,,,,14,,,,,,4,,,,,,,,,13,,,,3,3,8,2,3,3,3,1,6,3,6,6,2,3,3
